     0.00500     27.24357     17.11667
     0.00600     27.51949      8.76537
     0.00700     27.31699      4.04229
     0.00800     28.48565      2.23628
     0.00900     27.50630      1.32049
     0.01000     27.53574      0.86658
     0.01100     27.15812      0.59513
     0.01200     26.60696      0.47063
     0.01300     26.33163      0.37831
     0.01400     26.01162      0.30750
     0.01500     25.64242      0.27192
     0.01600     24.86148      0.24389
     0.01700     24.90468      0.22054
     0.01800     24.09103      0.19938
     0.01900     23.91298      0.18723
     0.02000     23.53088      0.17539
     0.02100     23.07449      0.16126
     0.02200     22.50273      0.15591
     0.02300     22.21648      0.14628
     0.02400     21.84669      0.14175
     0.02500     21.35963      0.13980
     0.02600     20.89901      0.13325
     0.02700     20.47240      0.13190
     0.02800     19.93296      0.13098
     0.02900     19.46954      0.12766
     0.03000     19.00684      0.12516
     0.03100     18.61373      0.12005
     0.03200     18.22131      0.11632
     0.03300     17.99725      0.11296
     0.03400     17.70083      0.10841
     0.03500     17.24338      0.10586
     0.03600     16.81783      0.10111
     0.03700     16.50195      0.09881
     0.03800     16.09987      0.09651
     0.03900     15.63676      0.09413
     0.04000     15.35105      0.09353
     0.04100     14.99533      0.09143
     0.04200     14.66327      0.08813
     0.04300     14.37111      0.08710
     0.04400     14.07761      0.08534
     0.04500     13.55719      0.08425
     0.04600     13.27635      0.08274
     0.04700     13.01715      0.08139
     0.04800     12.60003      0.08194
     0.04900     12.38224      0.08288
     0.05000     12.02364      0.08225
     0.05200     11.42966      0.05670
     0.05400     10.96033      0.05482
     0.05600     10.40036      0.05137
     0.05800      9.95322      0.05033
     0.06000      9.49524      0.04837
     0.06200      8.91562      0.04692
     0.06400      8.54383      0.04574
     0.06600      8.11087      0.04434
     0.06800      7.75839      0.04317
     0.07000      7.35002      0.04205
     0.07200      6.97343      0.04169
     0.07400      6.66311      0.04008
     0.07600      6.29891      0.03968
     0.07800      6.01743      0.04011
     0.08000      5.76201      0.04016
     0.08200      5.47143      0.03914
     0.08400      5.21653      0.03873
     0.08600      4.98145      0.03806
     0.08800      4.75042      0.03827
     0.09000      4.54879      0.03735
     0.09200      4.32170      0.03706
     0.09400      4.19132      0.03636
     0.09600      3.92077      0.03619
     0.09800      3.81089      0.03588
     0.10000      3.67917      0.03589
     0.10500      3.29477      0.02416
     0.11000      2.98944      0.02362
     0.11500      2.68311      0.02231
     0.12000      2.46661      0.02169
     0.12500      2.26478      0.02138
     0.13000      2.04968      0.02184
     0.13500      1.92088      0.02087
     0.14000      1.73314      0.02023
     0.14500      1.59436      0.01962
     0.15000      1.47954      0.01907
     0.15500      1.35524      0.01861
     0.16000      1.27945      0.01832
     0.16500      1.16133      0.01797
     0.17000      1.06561      0.01780
     0.17500      0.98673      0.01763
     0.18000      0.92222      0.01749
     0.18500      0.83294      0.01819
     0.19000      0.78329      0.01850
     0.19500      0.72948      0.01840
     0.20000      0.70065      0.01846
     0.20500      0.60079      0.01960
     0.21000      0.57683      0.02048
     0.21500      0.56705      0.02061
     0.22000      0.51172      0.02067
     0.22500      0.47950      0.02092
     0.23000      0.45414      0.02090
     0.23500      0.42795      0.02105
     0.24000      0.40369      0.03977
     0.24500      0.38117      0.03750
     0.25000      0.37124      0.03688
     0.25500      0.33666      0.03443
     0.26000      0.33866      0.03436
     0.26500      0.29661      0.03294
     0.27000      0.28441      0.03219
     0.27500      0.28916      0.03197
     0.28000      0.27871      0.03115
     0.28500      0.26103      0.03017
     0.29000      0.23951      0.03204
     0.29500      0.25898      0.03275
     0.30000      0.26164      0.03498
     0.30500      0.25676      0.03608
     0.31000      0.23316      0.03728
     0.31500      0.25373      0.03834
     0.32000      0.24971      0.04115
     0.32500      0.24651      0.04446
     0.33000      0.22865      0.04899
     0.33500      0.21448      0.05682
     0.34000      0.21423      0.01767
     0.34500      0.20680      0.01695
     0.35000      0.22494      0.01737
     0.35500      0.19491      0.01736
     0.36000      0.20399      0.01651
     0.36500      0.21620      0.01634
     0.37000      0.19847      0.01590
     0.37500      0.20964      0.01571
     0.38000      0.20892      0.01544
     0.38500      0.21438      0.01563
     0.39000      0.18462      0.01527
     0.39500      0.21573      0.01546
     0.40000      0.19790      0.01499
     0.40500      0.19535      0.01489
     0.41000      0.20897      0.01464
     0.41500      0.20766      0.01457
     0.42000      0.21658      0.01432
     0.42500      0.21871      0.01433
     0.43000      0.22044      0.01429
     0.43500      0.19755      0.01444
     0.44000      0.19119      0.01388
     0.44500      0.18663      0.01419
     0.45000      0.19903      0.01398
     0.45500      0.20718      0.01390
     0.46000      0.19936      0.01387
     0.46500      0.19256      0.01367
     0.47000      0.20940      0.01369
     0.47500      0.19366      0.01369
     0.48000      0.19672      0.01348
     0.48500      0.20622      0.01354
     0.49000      0.19539      0.01373
     0.49500      0.19579      0.01308
     0.50000      0.19469      0.01357
     0.51000      0.18658      0.00935
     0.52000      0.18224      0.00930
     0.53000      0.17399      0.00917
     0.54000      0.17557      0.00904
     0.55000      0.16945      0.00895
     0.56000      0.16767      0.00882
     0.57000      0.16710      0.00865
     0.58000      0.14936      0.00846
     0.59000      0.16074      0.00814
     0.60000      0.15859      0.00813
     0.61000      0.14598      0.00803
     0.62000      0.15960      0.00794
     0.63000      0.15036      0.00839
     0.64000      0.15488      0.00861
     0.65000      0.15335      0.00869
     0.66000      0.15374      0.00847
     0.67000      0.15121      0.00848
     0.68000      0.15374      0.00827
     0.69000      0.14855      0.00830
     0.70000      0.15373      0.00802
     0.71000      0.15332      0.00809
     0.72000      0.15660      0.00793
     0.73000      0.15684      0.00787
     0.74000      0.15284      0.00772
     0.75000      0.15550      0.00767
     0.76000      0.14662      0.00755
     0.77000      0.15389      0.00756
     0.78000      0.15583      0.00744
     0.79000      0.16178      0.00733
     0.80000      0.15769      0.00740
     0.81000      0.15674      0.00725
     0.82000      0.16202      0.00725
     0.83000      0.15738      0.00717
     0.84000      0.15531      0.00724
     0.85000      0.15693      0.00702
     0.86000      0.15495      0.00705
     0.87000      0.15363      0.00699
     0.88000      0.15786      0.00695
     0.89000      0.15657      0.00675
     0.90000      0.15481      0.00675
     0.91000      0.15506      0.00683
     0.92000      0.15809      0.00678
     0.93000      0.15485      0.00672
     0.94000      0.15655      0.00695
     0.95000      0.15650      0.00718
     0.96000      0.15938      0.00723
     0.97000      0.15864      0.00732
     0.98000      0.15556      0.00721
     0.99000      0.15877      0.00733
     1.00000      0.16247      0.00740
     1.03000      0.16731      0.00413
     1.06000      0.17245      0.00405
     1.09000      0.17591      0.00399
     1.12000      0.18059      0.00397
     1.15000      0.18682      0.00395
